"customerid","last_purcahsed_day","recency","frequency","monetary"
"15421.0","12","4986","4","950.36"
"15422.0","20","5251","2","97.70"
"15423.0","1","4966","1","43.50"
"15424.0","30","5182","2","383.34"
"15426.0","20","4947","7","1429.90"
"15427.0","6","4961","3","1483.14"
"15428.0","24","4943","1","93.78"
"15429.0","13","4954","3","364.90"
"15432.0","16","4951","1","171.19"
"15433.0","21","5007","3","417.87"
"15434.0","1","4936","6","997.48"
"15435.0","17","4950","1","149.29"
"15436.0","27","4940","3","1122.53"
"15437.0","22","5190","1","200.16"
"15438.0","31","5059","1","156.58"
"15440.0","16","4982","3","383.68"
"15442.0","5","5176","1","594.00"
"15443.0","8","4929","8","3212.16"
"15444.0","30","4937","2","1418.26"
"15445.0","20","5192","1","113.50"
"15447.0","13","5258","1","155.17"
"15448.0","31","5240","1","494.64"
"15449.0","13","4954","5","971.22"
"15450.0","9","4958","1","429.84"
"15452.0","10","4957","3","538.73"
"15453.0","8","4929","7","1388.37"
"15454.0","12","5290","1","179.10"
"15456.0","1","5211","3","447.22"
"15457.0","22","5190","1","237.07"
"15458.0","14","4953","1","161.64"
"15460.0","20","5282","1","216.76"
"15462.0","6","5022","3","234.60"
"15463.0","10","4957","1","126.14"
"15464.0","5","5266","1","1048.85"
"15465.0","20","4947","24","6945.02"
"15466.0","15","5013","1","334.53"
"15467.0","30","4937","4","511.88"
"15468.0","4","4963","5","438.46"
"15469.0","27","4971","4","504.50"
"15471.0","7","4930","1","469.48"
"15472.0","18","5041","1","371.56"
"15473.0","25","4942","10","1465.20"
"15475.0","23","5005","1","454.11"
"15478.0","30","4968","2","1441.42"
"15480.0","15","5044","1","905.50"
"15482.0","24","4943","16","6568.72"
"15483.0","1","5089","4","233.81"
"15484.0","8","4929","5","3563.11"
"15485.0","9","4958","3","2575.00"
"15488.0","8","5020","1","91.32"
"15489.0","17","4950","4","1090.03"
"15491.0","5","5023","7","3090.85"
"15492.0","11","4956","2","659.46"
"15493.0","7","4960","7","1967.25"
"15494.0","18","4949","2","1299.23"
"15497.0","22","4945","3","1259.70"
"15498.0","9","4928","35","12396.46"
"15500.0","1","4936","4","1131.56"
"15502.0","24","4943","23","5541.46"
"15503.0","12","5290","1","147.09"
"15504.0","19","5009","1","52.83"
"15505.0","18","4980","7","3497.14"
"15506.0","17","4950","3","979.26"
"15507.0","21","5099","1","492.36"
"15508.0","3","5117","6","1000.27"
"15510.0","13","5258","1","250.00"
"15511.0","28","4939","5","909.23"
"15512.0","7","5083","2","121.00"
"15513.0","8","4959","22","14520.08"
"15514.0","27","4940","13","2963.19"
"15516.0","26","4972","3","62.43"
"15517.0","20","5161","1","267.03"
"15518.0","6","4992","13","1911.89"
"15520.0","8","4929","1","343.50"
"15521.0","3","4964","13","2574.65"
"15522.0","7","4960","2","398.84"
"15523.0","16","5012","1","412.01"
"15524.0","15","4952","1","440.00"
"15525.0","7","4930","4","811.02"
"15526.0","6","4961","2","148.44"
"15527.0","21","4946","10","2348.82"
"15528.0","30","5182","1","229.33"
"15529.0","17","4950","12","3967.78"
"15530.0","18","4949","4","1502.35"
"15531.0","1","4936","2","2007.44"
"15532.0","14","4953","6","1517.08"
"15533.0","20","4947","5","746.92"
"15535.0","19","5101","7","459.90"
"15537.0","29","5091","1","110.92"
"15539.0","2","4935","1","538.46"
"15540.0","28","4939","1","213.30"
"15541.0","17","5042","1","85.13"
"15543.0","24","5216","1","127.86"
"15544.0","1","4936","11","3542.51"
"15545.0","16","4982","2","292.72"
"15547.0","2","4935","14","4954.84"
"15549.0","23","5005","4","1655.76"
"15550.0","5","4932","4","575.63"
"15551.0","3","4964","1","436.06"
"15552.0","6","5145","1","90.12"
"15553.0","10","4988","1","437.23"
"15554.0","7","5205","1","217.20"
"15555.0","27","4940","20","4758.20"
"15556.0","15","4952","1","279.77"
"15557.0","11","4956","1","473.65"
"15561.0","28","4939","5","722.74"
"15562.0","23","5279","1","134.55"
"15563.0","1","4936","7","1319.69"
"15565.0","20","4978","2","173.16"
"15567.0","21","4946","1","186.01"
"15568.0","7","4930","3","758.29"
"15569.0","28","5031","5","1375.71"
"15570.0","2","4935","13","4109.97"
"15571.0","28","4939","4","650.43"
"15572.0","5","4932","7","2552.86"
"15573.0","8","4959","2","607.45"
"15574.0","15","5105","4","702.25"
"15576.0","2","4965","1","940.67"
"15577.0","11","5079","3","258.88"
"15578.0","30","5090","1","127.10"
"15579.0","2","4996","2","348.60"
"15581.0","11","5048","14","3429.97"
"15582.0","15","4952","3","682.91"
"15584.0","16","4951","5","722.61"
"15585.0","16","5104","1","455.30"
"15587.0","20","4978","4","913.68"
"15589.0","1","5180","4","456.58"
"15590.0","23","5217","1","-30.19"
"15592.0","24","4974","1","388.58"
"15593.0","30","4998","1","199.80"
"15594.0","24","4943","6","1767.53"
"15596.0","31","5028","9","1343.34"
"15597.0","10","4957","2","315.72"
"15598.0","4","4963","3","235.68"
"15599.0","13","4954","2","761.74"
"15601.0","28","4939","17","6745.36"
"15602.0","1","4936","15","1083.63"
"15603.0","22","5006","1","48.48"
"15604.0","18","4980","1","216.39"
"15605.0","3","4964","5","1198.23"
"15606.0","13","4985","11","2422.64"
"15607.0","7","5264","1","104.76"
"15608.0","11","4956","4","1093.68"
"15609.0","10","5110","2","270.03"
"15610.0","19","4979","1","112.46"
"15611.0","30","4937","15","1568.39"
"15612.0","3","4964","2","195.15"
"15615.0","29","4938","27","10360.04"
"15618.0","7","4960","5","747.03"
"15619.0","29","4938","1","336.40"
"15620.0","20","4978","6","1524.40"
"15621.0","5","4932","6","1158.77"
"15622.0","6","4931","16","3224.53"
"15623.0","21","5069","1","301.03"
"15624.0","15","5044","4","588.13"
"15625.0","31","5028","8","1504.56"
"15626.0","26","5002","2","675.80"
"15628.0","5","4932","10","2865.64"
"15630.0","25","4973","3","1180.40"
"15632.0","24","4943","10","3147.31"
"15634.0","22","4945","1","243.55"
"15636.0","11","5017","2","724.76"
"15637.0","18","4980","1","223.36"
"15638.0","11","5229","1","-94.00"
"15639.0","28","5062","1","425.32"
"15640.0","5","4932","17","12433.34"
"15641.0","26","5033","4","1887.20"
"15643.0","13","5107","6","647.40"
"15644.0","26","5094","4","813.00"
"15645.0","21","4946","1","612.01"
"15646.0","5","5085","4","425.14"
"15648.0","19","5132","4","599.90"
"15649.0","7","5264","2","816.00"
"15651.0","3","4964","3","646.30"
"15652.0","9","5019","1","337.74"
"15653.0","8","5020","2","877.44"
"15654.0","30","4937","2","922.53"
"15655.0","20","5161","2","511.32"
"15656.0","25","4973","4","748.50"
"15657.0","17","4950","1","30.00"
"15658.0","2","5118","8","958.90"
"15659.0","27","4971","1","306.45"
"15660.0","14","4953","12","1552.01"
"15661.0","26","5245","2","309.80"
"15663.0","25","5034","1","138.14"
"15664.0","20","4978","2","358.63"
"15665.0","24","5096","2","2242.01"
"15667.0","31","4967","1","301.32"
"15668.0","6","5145","1","76.32"
"15669.0","30","4968","5","677.69"
"15670.0","16","5224","1","173.05"
"15671.0","21","4946","10","2635.49"
"15673.0","12","5016","4","2881.02"
"15674.0","27","5001","8","1744.02"
"15675.0","19","5009","3","323.69"
"15676.0","30","4937","5","3324.09"
"15677.0","21","4977","1","657.23"
"15678.0","18","4980","1","352.70"
"15679.0","15","4952","4","781.28"
"15680.0","30","4937","3","1333.68"
"15681.0","21","4946","6","946.36"
"15683.0","14","5045","1","193.75"
"15687.0","1","4936","11","2981.50"
"15689.0","12","5047","2","254.10"
"15690.0","5","4932","2","239.76"
"15691.0","1","5180","1","136.80"
"15692.0","11","4956","1","191.04"
"15694.0","9","4928","15","6423.60"
"15695.0","18","5194","2","409.98"
"15696.0","6","4961","12","2644.46"
"15699.0","22","4945","1","309.65"
"15700.0","20","5100","3","664.03"
"15701.0","7","4930","4","1542.14"
"15703.0","20","5192","1","211.50"
"15704.0","22","5068","4","2293.62"
"15705.0","22","5129","1","143.10"
"15706.0","11","4987","7","1001.81"
"15707.0","4","4963","4","945.58"
"15708.0","30","4968","11","3329.72"
"15709.0","1","5211","1","133.25"
"15712.0","30","4937","5","1072.36"
"15713.0","19","5071","3","346.75"
"15714.0","28","4939","2","330.88"
"15716.0","17","5073","4","1118.81"
"15717.0","19","5162","1","150.30"
"15719.0","7","4960","14","5043.96"
"15720.0","15","4952","1","598.73"
"15721.0","28","4939","1","507.08"
"15722.0","4","4963","6","2181.21"
"15723.0","10","5292","1","203.10"
"15724.0","22","5129","3","212.30"
"15725.0","24","4943","1","415.25"
"15727.0","23","4944","7","5178.96"
"15728.0","21","4977","1","-134.80"
"15729.0","25","5126","2","62.00"
"15730.0","5","4993","4","1108.38"
"15732.0","11","5140","2","294.12"
"15733.0","2","5210","1","162.30"
"15734.0","17","5042","2","1339.45"
"15737.0","25","4942","12","1121.21"
"15738.0","21","4946","19","4788.77"
"15739.0","4","4994","1","449.12"
"15740.0","21","4977","1","154.88"
"15743.0","23","4944","4","784.46"
"15744.0","23","5005","1","34.80"
"15745.0","1","4936","6","1071.24"
"15746.0","28","5062","2","182.96"
"15747.0","27","4940","3","974.04"
"15748.0","30","4968","1","149.31"
"15749.0","18","5163","4","21535.90"
"15750.0","7","4930","9","2451.23"
"15752.0","31","4967","8","2628.93"
"15753.0","8","5232","1","79.20"
"15754.0","20","4978","4","455.67"
"15755.0","8","4929","8","2318.88"
"15756.0","9","4989","4","532.96"
"15757.0","5","4993","2","714.42"
"15758.0","15","4952","1","205.25"
"15759.0","5","5146","3","253.04"
"15762.0","5","4993","2","583.75"
"15763.0","8","4959","3","1048.67"
"15764.0","19","5009","10","3245.47"
"15766.0","6","4992","1","315.06"
"15768.0","16","5043","4","581.83"
"15769.0","2","4935","29","51823.72"
"15773.0","4","4933","1","635.68"
"15774.0","2","4996","1","270.80"
"15775.0","8","5173","1","104.90"
"15776.0","29","5061","1","241.62"
"15777.0","12","5169","5","1021.61"
"15780.0","9","5111","3","475.28"
"15781.0","14","4953","4","333.56"
"15782.0","30","4937","4","2593.94"
"15783.0","29","4938","1","246.30"
"15785.0","10","4957","8","2303.75"
"15786.0","27","4971","5","4834.20"
"15787.0","13","4954","3","948.05"
"15789.0","16","5286","1","351.30"
"15790.0","29","4938","1","220.85"
"15791.0","27","4971","3","1604.44"
"15793.0","30","4937","4","948.96"
"15795.0","13","5077","1","610.01"
"15796.0","8","4929","10","2666.61"
"15797.0","18","5041","4","2207.40"
"15799.0","25","5003","3","884.14"
"15800.0","24","5035","2","699.08"
"15801.0","24","4974","4","1042.19"
"15802.0","20","5070","3","-451.42"
"15803.0","19","4979","1","415.82"
"15804.0","9","4928","19","3848.55"
"15805.0","16","4951","20","5452.17"
"15806.0","24","4974","3","784.58"
"15807.0","20","4978","3","903.90"
"15808.0","6","5234","5","3724.77"
"15809.0","4","4963","6","399.21"
"15810.0","22","5006","7","1145.43"
"15811.0","22","4945","9","2171.32"
"15812.0","24","5035","5","1801.14"
"15813.0","16","5135","2","1303.91"
"15814.0","6","4931","6","1842.73"
"15815.0","7","4991","5","2100.60"
"15819.0","21","4977","4","1905.45"
"15820.0","24","5247","1","206.98"
"15821.0","26","4972","2","570.96"
"15822.0","6","4931","2","885.47"
"15823.0","6","5265","2","-840.76"
"15825.0","20","5100","1","532.94"
"15826.0","19","4979","4","1649.36"
"15827.0","27","5001","20","1641.48"
"15829.0","1","5027","2","636.14"
"15830.0","10","4957","2","547.70"
"15831.0","12","4986","4","747.76"
"15832.0","30","5182","1","836.79"
"15834.0","30","4998","6","2084.90"
"15835.0","26","4972","4","954.09"
"15836.0","25","4973","2","117.47"
"15837.0","6","4992","1","391.98"
"15838.0","28","4939","21","33350.76"
"15839.0","14","4953","5","1020.74"
"15840.0","12","4986","3","345.66"
"15841.0","6","4992","6","1209.10"
"15843.0","9","5231","1","118.95"
"15844.0","24","4974","1","130.74"
"15845.0","22","4945","10","3650.87"
"15847.0","1","4966","2","389.27"
"15850.0","20","4947","2","238.85"
"15852.0","6","5114","2","160.71"
"15853.0","19","4979","1","110.80"
"15854.0","5","4932","12","2974.65"
"15855.0","26","5064","5","712.24"
"15856.0","5","4932","31","16173.67"
"15857.0","21","4946","1","297.00"
"15858.0","24","4943","5","1438.85"
"15860.0","30","4968","8","977.21"
"15861.0","27","4940","9","3000.36"
"15862.0","1","4936","4","832.88"
"15863.0","14","4953","2","68.84"
"15864.0","17","4950","8","1769.78"
"15865.0","30","4968","3","895.13"
"15866.0","30","5029","1","230.53"
"15867.0","4","4933","16","3797.79"
"15869.0","7","5205","2","149.64"
"15870.0","7","4960","1","354.09"
"15872.0","25","4942","2","360.93"
"15874.0","7","4991","9","4330.67"
"15877.0","8","4929","3","440.78"
"15880.0","5","5297","2","313.28"
"15881.0","31","5240","8","438.24"
"15882.0","25","5126","5","495.36"
"15883.0","7","4930","2","396.48"
"15885.0","8","5020","3","379.35"
"15886.0","10","4988","1","181.09"
"15888.0","21","5007","2","141.27"
"15889.0","6","5084","2","446.87"
"15891.0","27","5154","1","524.52"
"15894.0","31","5181","2","263.55"
"15895.0","13","5077","1","179.17"
"15897.0","29","5122","2","222.05"
"15898.0","8","4929","6","1384.68"
"15899.0","6","5296","1","56.25"
"15900.0","16","4951","1","351.11"
"15901.0","23","4944","3","363.88"
"15903.0","30","4937","8","5126.34"
"15904.0","1","4936","1","164.68"
"15906.0","20","4947","8","1521.79"
"15907.0","6","4931","3","967.45"
"15909.0","19","5101","1","191.94"
"15910.0","9","4928","8","1232.18"
"15912.0","14","5106","2","264.62"
"15916.0","23","4944","10","1491.24"
"15917.0","6","5175","1","123.10"
"15918.0","2","5118","2","334.23"
"15919.0","20","4947","2","639.89"
"15920.0","8","5082","4","167.50"
"15921.0","20","5100","1","336.03"
"15922.0","2","5300","2","363.60"
"15923.0","2","5300","1","127.08"
"15925.0","29","5122","1","207.15"
"15930.0","3","4995","1","426.63"
"15932.0","5","4932","11","2461.85"
"15933.0","18","4949","3","1107.46"
"15935.0","14","5167","2","416.86"
"15937.0","6","4992","1","145.35"
"15938.0","19","5040","5","404.58"
"15939.0","11","5017","16","6102.26"
"15940.0","1","5239","2","31.80"
"15942.0","29","5061","1","337.44"
"15944.0","8","5204","1","325.10"
"15945.0","9","5293","1","181.00"
"15947.0","18","5010","1","1708.24"
"15948.0","1","4936","2","955.24"
"15949.0","23","4944","2","364.72"
"15950.0","8","4929","5","1705.26"
"15951.0","8","4929","3","669.57"
"15952.0","6","4961","4","806.57"
"15953.0","24","4943","10","1634.53"
"15955.0","15","4952","16","4389.81"
"15957.0","8","4959","1","428.89"
"15958.0","26","5002","1","104.35"
"15963.0","20","4947","2","470.76"
"15965.0","22","4945","4","845.64"
"15967.0","16","4951","2","418.83"
"15969.0","7","4930","4","582.90"
"15970.0","9","5231","1","314.10"
"15971.0","22","4945","12","4199.85"
"15973.0","18","5163","3","99.77"
"15974.0","31","4967","8","3429.55"
"15975.0","16","5012","1","371.01"
"15976.0","27","5093","2","430.94"
"15977.0","22","4945","2","1054.73"
"15978.0","23","5005","1","1098.78"
"15980.0","12","5016","3","2398.86"
"15981.0","15","4952","8","3408.48"
"15983.0","17","4950","4","1475.02"
"15984.0","7","4930","11","2816.97"
"15985.0","8","5051","3","1037.42"
"15986.0","9","4958","1","168.12"
"15987.0","27","4940","7","1451.28"
"15988.0","20","4947","1","158.03"
"15990.0","26","4972","2","792.11"
"15992.0","6","4931","1","41.99"
"15993.0","1","4936","10","2756.82"
"15994.0","16","4982","1","427.07"
"15996.0","12","5016","7","1044.78"
"15998.0","3","4964","6","3084.17"
"16000.0","7","4930","3","12393.70"
"16003.0","10","4957","5","2735.37"
"16005.0","27","4940","4","615.39"
"16006.0","12","5139","1","101.40"
"16007.0","23","4975","4","1701.94"
"16008.0","16","4951","3","478.78"
"16009.0","17","4950","4","992.71"
"16010.0","8","5173","3","407.50"
"16011.0","1","4936","16","3362.71"
"16012.0","4","4963","3","1415.29"
"16013.0","6","4931","54","33366.25"
"16014.0","4","4963","4","653.13"
"16015.0","6","4931","4","690.54"
"16016.0","6","4931","10","1483.31"
"16017.0","23","4975","1","211.88"
"16018.0","31","4967","2","408.90"
"16019.0","8","4929","10","3450.24"
"16020.0","23","4944","3","851.01"
"16022.0","24","5188","1","628.28"
"16023.0","24","4974","3","719.81"
"16024.0","27","4940","1","251.24"
"16025.0","10","4957","1","439.66"
"16026.0","27","4971","1","236.09"
"16027.0","9","5019","7","852.12"
"16029.0","1","4966","76","50992.61"
"16030.0","3","5237","1","331.24"
"16031.0","8","5020","2","548.94"
"16033.0","4","4933","27","8727.61"
"16034.0","27","5124","3","437.70"
"16036.0","13","5015","2","758.92"
"16037.0","15","5197","3","855.02"
"16038.0","2","4935","4","454.33"
"16040.0","5","4993","3","1313.55"
"16041.0","9","4958","3","3166.40"
"16042.0","17","4950","7","1147.37"
"16043.0","2","4965","4","773.99"
"16045.0","12","5047","4","1340.70"
"16048.0","15","5013","3","243.69"
"16049.0","30","4968","3","1111.79"
"16050.0","19","5101","1","137.90"
"16052.0","16","4982","1","362.06"
"16053.0","7","4960","2","1511.95"
"16054.0","17","5073","1","783.90"
"16055.0","3","5148","1","134.80"
"16056.0","25","4973","1","664.85"
"16057.0","5","4932","10","2140.22"
"16059.0","5","4993","6","1459.86"
"16061.0","15","5197","1","-29.95"
"16062.0","30","4937","4","1153.62"
"16063.0","24","5188","1","335.32"
"16065.0","9","5293","1","372.09"
"16066.0","23","4944","5","1521.87"
"16070.0","17","4950","2","852.15"
"16071.0","26","4972","1","326.24"
"16072.0","24","5216","1","584.32"
"16073.0","21","5219","2","94.35"
"16076.0","6","4931","11","2173.53"
"16078.0","1","5211","1","79.20"
"16079.0","23","4944","3","1352.00"
"16080.0","19","5009","3","176.60"
"16081.0","14","4984","5","2806.90"
"16083.0","31","5028","2","1317.62"
"16084.0","13","5227","1","436.18"
"16085.0","16","4951","5","981.51"
"16086.0","11","4987","6","1119.31"
"16091.0","8","5082","2","315.06"
"16092.0","2","5026","5","779.36"
"16093.0","25","5034","1","17.00"
"16094.0","28","4939","6","1041.83"
"16096.0","20","5192","1","320.62"
"16097.0","13","5168","1","185.05"
"16098.0","13","5015","7","2005.63"
"16099.0","20","4978","3","731.90"
"16101.0","30","4937","3","1245.96"
"16102.0","28","4970","3","1842.14"
"16103.0","2","4935","6","1429.64"
"16104.0","9","4989","1","302.36"
"16105.0","5","5176","1","336.96"
"16106.0","5","4993","1","108.38"
"16107.0","22","4945","7","3204.16"
"16108.0","16","5012","2","816.10"
"16109.0","5","5146","2","611.88"
"16110.0","25","4973","3","1337.48"
"16112.0","19","5071","4","195.74"
"16113.0","9","5111","1","161.38"
"16114.0","22","5098","1","135.75"
"16115.0","30","4937","8","1667.97"
"16116.0","18","5133","2","592.88"
"16117.0","3","5117","1","232.21"
"16119.0","1","4936","2","423.36"
"16120.0","11","4987","5","1294.14"
"16121.0","13","4985","2","867.11"
"16122.0","27","5001","4","684.42"
"16123.0","19","4979","1","307.78"
"16124.0","27","5244","2","187.15"
"16125.0","7","5295","1","289.35"
"16126.0","10","4957","4","6287.77"
"16127.0","31","4967","1","656.25"
"16128.0","22","4945","5","1880.22"
"16131.0","19","4979","6","3506.54"
"16133.0","6","4931","46","14305.66"
"16134.0","18","4949","3","603.69"
"16135.0","22","5190","1","517.55"
"16136.0","11","4987","3","709.38"
"16138.0","6","5296","1","-7.95"
"16139.0","21","4946","3","635.41"
"16140.0","18","4980","4","703.77"
"16141.0","12","5016","1","620.40"
"16142.0","4","5177","1","535.34"
"16143.0","6","4931","7","2419.84"
"16144.0","7","5174","1","175.20"
"16145.0","1","4936","18","3741.98"
"16146.0","5","5085","3","734.13"
"16147.0","29","5061","1","375.00"
"16148.0","16","5224","1","76.32"
"16149.0","5","4932","2","280.52"
"16150.0","1","4966","10","1906.07"
"16152.0","16","5196","1","1829.04"
"16153.0","21","4977","5","1824.23"
"16156.0","1","4936","13","3024.62"
"16157.0","24","4943","4","644.24"
"16159.0","3","5209","1","348.20"
"16160.0","6","4992","4","1009.45"
"16161.0","8","4929","26","5352.97"
"16162.0","1","5180","1","37.40"
"16163.0","28","5153","3","441.60"
"16164.0","22","4945","4","802.53"
"16168.0","29","4938","28","3770.60"
"16169.0","1","4936","4","1822.97"
"16170.0","20","4978","7","1880.42"
"16171.0","11","4987","1","73.20"
"16172.0","5","5023","5","1140.21"
"16173.0","24","4943","7","1406.57"
"16174.0","5","5054","3","1009.55"
"16175.0","6","5022","4","1037.59"
"16177.0","20","4978","1","331.95"
"16178.0","24","5066","1","197.90"
"16179.0","10","4988","1","215.83"
"16180.0","31","5028","10","10217.48"
"16181.0","27","5001","1","305.54"
"16182.0","28","5000","4","6617.65"
"16183.0","3","4995","1","338.71"
"16184.0","6","4992","7","1155.54"
"16185.0","23","4944","2","529.41"
"16186.0","17","4950","13","3991.94"
"16187.0","8","4959","17","6841.24"
"16188.0","26","4972","4","981.86"
"16189.0","24","4943","2","215.48"
"16190.0","30","4968","1","215.08"
"16191.0","7","4930","25","4913.32"
"16193.0","17","5164","1","314.45"
"16198.0","25","5003","1","400.68"
"16200.0","5","4932","2","1080.62"
"16201.0","6","4931","5","1821.52"
"16202.0","14","5288","1","365.27"
"16203.0","12","4986","5","589.15"
"16204.0","16","4951","1","405.71"
"16205.0","9","4958","4","761.38"
"16206.0","16","4982","4","537.06"
"16207.0","14","4953","1","394.38"
"16208.0","26","4972","2","664.26"
"16209.0","12","5016","5","2262.62"
"16210.0","8","4929","18","21086.30"
"16211.0","19","5009","2","542.77"
"16212.0","20","4947","3","681.19"
"16213.0","22","5006","1","159.00"
"16214.0","22","5098","3","1062.75"
"16215.0","20","5008","1","242.35"
"16216.0","17","5195","1","914.93"
"16217.0","18","5163","4","259.39"
"16218.0","10","4957","8","3054.87"
"16221.0","3","4964","3","864.86"
"16222.0","25","5246","1","846.72"
"16224.0","13","4985","4","1295.30"
"16225.0","26","4972","5","1096.32"
"16226.0","20","5131","3","255.12"
"16227.0","4","5147","2","308.32"
"16229.0","13","5015","2","1010.60"
"16230.0","3","5117","2","542.03"
"16232.0","7","4960","5","983.23"
"16233.0","29","4999","5","422.13"
"16235.0","30","4968","6","858.41"
"16236.0","22","5006","1","432.20"
"16239.0","14","4984","3","372.90"
"16240.0","1","4936","5","3693.81"
"16241.0","30","4937","13","2607.87"
"16242.0","1","4936","8","3598.26"
"16243.0","6","4961","2","409.10"
"16244.0","12","5139","2","1522.75"
"16245.0","16","4951","5","1352.36"
"16247.0","22","5098","1","114.56"
"16248.0","9","4989","1","152.94"
"16249.0","18","4980","5","1800.07"
"16250.0","23","5189","2","389.44"
"16252.0","8","5294","1","-295.09"
"16253.0","8","4959","3","3665.62"
"16255.0","23","4944","10","2609.30"
"16256.0","27","5185","2","732.63"
"16257.0","16","5104","1","46.95"
"16258.0","25","4973","5","5203.51"
"16260.0","20","4978","1","1035.45"
"16261.0","22","4945","4","746.83"
"16262.0","14","5288","1","-31.65"
"16265.0","30","4937","11","5423.15"
"16266.0","27","5001","7","861.89"
"16268.0","29","4999","2","667.65"
"16270.0","21","5281","1","1141.24"
"16271.0","7","4930","6","1423.29"
"16272.0","15","5044","1","411.70"
"16274.0","1","5301","1","357.95"
"16275.0","27","5124","1","559.87"
"16276.0","16","5104","1","810.60"
"16278.0","16","4951","3","537.83"
"16279.0","18","4949","4","1496.68"
"16281.0","28","5000","1","2062.06"
"16282.0","4","5267","1","168.30"
"16283.0","4","4933","7","1531.51"
"16284.0","8","4959","2","823.97"
"16287.0","23","5097","1","142.50"
"16292.0","14","5045","2","280.90"
"16293.0","1","4936","12","2236.74"
"16295.0","30","4937","4","1328.55"
"16297.0","11","5140","4","275.40"
"16298.0","17","4950","3","598.20"
"16302.0","24","5035","2","212.82"
"16303.0","14","4953","4","5305.83"
"16305.0","24","5066","1","361.22"
"16306.0","10","5141","9","602.27"
"16308.0","2","4965","4","2560.00"
"16309.0","9","5019","3","686.67"
"16311.0","22","4945","2","616.26"
"16313.0","6","4931","2","274.15"
"16315.0","13","5258","1","226.37"
"16316.0","6","4992","12","2755.56"
"16317.0","12","5047","3","1341.65"
"16318.0","4","4963","1","328.15"
"16319.0","6","5145","1","404.40"
"16320.0","20","5100","2","1038.46"
"16321.0","28","5000","7","230.70"
"16322.0","8","4929","2","326.75"
"16323.0","27","5124","1","207.50"
"16324.0","3","5056","3","428.68"
"16325.0","26","4972","5","510.54"
"16326.0","4","4933","15","3085.96"
"16327.0","25","4942","6","3844.22"
"16330.0","22","4945","4","242.21"
"16332.0","11","4956","8","1583.20"
"16333.0","2","4935","22","26626.80"
"16337.0","3","4964","1","151.05"
"16338.0","5","5085","1","214.80"
"16339.0","28","5212","1","109.95"
"16340.0","24","5035","1","549.07"
"16341.0","15","4952","6","1959.38"
"16342.0","25","5003","4","322.41"
"16343.0","23","4944","2","370.48"
"16344.0","4","5086","1","101.10"
"16345.0","26","4972","1","575.41"
"16347.0","28","4939","2","887.65"
"16348.0","7","4960","7","1469.45"
"16349.0","22","5218","1","53.50"
"16350.0","18","4949","5","1100.47"
"16351.0","11","5260","1","153.90"
"16352.0","22","4945","2","494.44"
"16353.0","6","4931","23","6675.71"
"16354.0","7","4991","2","395.80"
"16356.0","26","5125","4","210.32"
"16357.0","6","4961","3","658.88"
"16358.0","8","4929","5","2024.95"
"16359.0","2","4935","12","1460.37"
"16360.0","5","4932","8","3411.69"
"16361.0","30","4937","4","896.66"
"16362.0","7","4960","9","652.07"
"16363.0","17","4981","1","109.36"
"16364.0","28","4939","2","707.04"
"16365.0","22","4945","9","1540.42"
"16366.0","21","4946","1","327.30"
"16367.0","2","4965","2","804.49"
"16368.0","7","4930","2","497.43"
"16369.0","21","4946","3","1553.66"
"16370.0","18","5010","4","1320.56"
"16372.0","6","4961","2","367.93"
"16374.0","4","4994","2","473.03"
"16376.0","1","4936","3","977.52"
"16377.0","17","5195","1","676.20"
"16378.0","6","5175","3","362.95"
"16379.0","5","4932","5","2131.90"
"16380.0","9","4989","1","1780.59"
"16383.0","26","5002","2","668.36"
"16384.0","11","5017","2","584.50"
"16385.0","10","4988","3","555.89"
"16386.0","11","4956","2","317.20"
"16387.0","21","5250","1","94.36"
"16389.0","17","4981","5","1362.27"
"16392.0","15","5197","1","221.19"
"16393.0","7","4930","20","2941.05"
"16394.0","20","4978","9","1412.06"
"16395.0","10","4988","5","1486.90"
"16398.0","18","5072","4","1631.15"
"16399.0","20","4947","2","408.57"
"16400.0","6","5022","1","303.93"
"16401.0","8","4929","20","4061.24"
"16402.0","20","5192","2","299.60"
"16403.0","10","5230","2","161.05"
"16404.0","30","4998","1","443.05"
"16405.0","10","5230","2","167.25"
"16406.0","21","4946","1","163.07"
"16407.0","27","4940","10","2126.93"
"16409.0","3","4964","5","2028.88"
"16411.0","20","4947","2","214.65"
"16412.0","17","4981","1","151.83"
"16413.0","14","4984","1","262.20"
"16414.0","18","4949","2","126.25"
"16415.0","26","4972","1","210.35"
"16416.0","13","4954","4","1026.99"
"16418.0","26","4972","3","675.27"
"16419.0","19","5040","7","959.48"
"16422.0","22","4945","75","33805.69"
"16423.0","15","4952","1","346.12"
"16424.0","1","5119","2","82.56"
"16425.0","10","5230","1","302.70"
"16426.0","7","4930","10","1908.25"
"16427.0","21","5191","2","241.06"
"16428.0","19","5009","1","-2.95"
"16429.0","25","5034","1","284.55"
"16430.0","13","4985","1","300.85"
"16431.0","10","5141","3","642.81"
"16432.0","6","4992","1","287.40"
"16433.0","11","4956","1","184.26"
"16434.0","10","4957","7","1522.25"
"16438.0","4","4933","5","798.35"
"16440.0","2","4935","5","3640.67"
"16441.0","3","4995","2","381.20"
"16442.0","8","4929","3","616.79"
"16444.0","24","4974","5","638.77"
"16445.0","6","4961","1","230.51"
